idno,cntry,stflife,happy,fltsd,fltdpr,enjlf,wrhpp,fltanx,fltpcfl,dclvlf,lchshcp,accdng,tmimdng,tmabdng,tmendng,dngval,sedirlf,optftr,lotsgot,pstvms,flrms,wrbknrm,deaimpp,flteeff,slprl,cldgng,enrglot,ppltrst,pplfair,pplhlp,pplahlp,flclpla,inprdsc,flapppl,rehlppl,fltlnl
1819,CH,8,8,1,1,2,3,1,3,2,3,2,7,7,9,3,8,2,3,1,4,1,4,2,1,1.0,2,6,4,5,3,4,2,8,6,1
1823,CH,10,10,1,1,3,3,1,4,1,5,1,9,9,8,1,0,3,1,4,2,5,9,1,1,1.0,3,7,7,8,6,2,4,10,6,1
1825,CH,2,3,3,2,2,2,2,2,1,2,2,7,7,7,3,1,2,2,2,4,3,5,4,3,2.0,2,2,4,2,1,4,2,5,3,3
1827,CH,8,8,1,2,3,3,3,1,2,2,1,8,9,9,2,8,5,2,4,5,4,3,2,3,1.0,2,8,8,8,3,2,3,8,6,1
1829,CH,9,9,2,1,4,3,1,4,1,2,2,9,9,6,3,5,2,2,2,4,4,8,2,2,1.0,1,8,8,7,8,2,4,7,5,3
1831,CH,9,8,1,1,3,3,1,3,1,3,2,8,7,7,2,7,1,2,2,5,4,4,1,1,2.0,3,9,8,7,4,4,4,9,5,1
1832,CH,8,9,1,1,3,4,2,3,2,4,1,9,9,9,1,5,1,2,2,4,5,9,2,1,1.0,4,7,7,7,6,1,4,9,5,1
1836,CH,10,10,1,1,4,4,1,4,2,5,1,10,10,10,1,10,1,1,1,5,5,6,1,2,1.0,4,8,8,8,6,1,4,10,6,1
1838,CH,9,9,1,1,4,4,1,4,1,1,1,8,9,9,2,9,1,2,2,3,5,8,1,1,1.0,4,7,7,8,5,2,6,8,5,1
1840,CH,7,7,1,1,2,2,1,3,2,4,2,9,8,6,1,9,2,1,2,3,2,6,1,1,1.0,2,6,6,5,6,2,2,8,6,2
1843,CH,8,8,1,1,4,4,1,3,2,4,2,7,8,6,2,6,3,2,2,4,4,5,1,1,1.0,3,7,7,5,6,3,2,10,4,1
1844,CH,7,8,1,1,3,3,2,3,2,2,2,8,7,7,2,5,3,2,3,4,4,7,1,1,1.0,2,7,8,6,4,2,4,8,5,1
1845,CH,7,7,2,2,2,2,2,3,3,4,2,8,10,7,2,9,1,2,2,5,3,7,1,2,1.0,3,2,1,3,3,3,3,8,5,1
1846,CH,9,9,1,1,3,4,1,4,5,5,4,10,8,9,1,8,2,1,2,2,4,8,2,1,1.0,4,5,5,5,5,1,1,10,6,1
1849,CH,9,9,2,1,3,2,2,2,4,4,2,7,8,8,3,8,2,2,2,4,3,8,2,2,1.0,3,6,8,6,8,2,2,9,6,1
1850,CH,8,8,1,1,3,3,1,3,2,4,2,7,7,7,2,8,2,2,1,5,3,4,1,2,1.0,3,5,7,5,4,3,4,8,5,1
1852,CH,8,8,1,2,3,3,1,1,2,5,1,10,9,9,1,8,2,1,4,5,4,7,1,4,2.0,2,5,5,3,4,2,0,8,6,1
1854,CH,10,9,1,1,3,4,1,4,1,4,2,7,7,8,2,2,1,2,2,4,4,5,1,2,1.0,3,5,7,6,4,2,2,9,6,1
1855,CH,10,10,1,1,4,4,1,4,1,5,1,8,7,8,2,8,2,2,2,4,4,8,1,2,1.0,4,8,8,7,5,2,5,9,6,1
1863,CH,8,8,1,1,4,3,2,3,2,4,2,7,8,9,2,7,2,2,2,5,2,7,2,2,1.0,3,7,7,6,5,2,4,9,6,1
1864,CH,9,8,1,1,4,4,1,4,1,3,2,9,9,9,2,10,2,2,2,4,4,8,1,1,1.0,3,5,10,5,5,2,2,9,6,1
1869,CH,7,8,1,1,4,4,1,4,1,4,2,9,9,8,1,2,3,1,2,4,4,8,2,1,1.0,3,5,7,7,8,4,3,10,5,1
1870,CH,9,9,1,1,3,3,2,2,1,4,2,7,9,9,2,6,2,2,2,2,3,3,2,1,1.0,3,8,6,6,4,3,4,9,5,2
1872,CH,8,9,2,1,3,3,2,3,2,4,2,7,6,5,2,8,1,2,1,4,2,5,3,2,1.0,2,4,4,2,0,4,4,9,6,1
1873,CH,10,10,1,1,3,3,1,3,1,4,2,7,8,7,2,8,2,2,2,2,3,8,1,1,1.0,3,4,5,5,3,3,4,8,6,1
1875,CH,5,10,2,2,3,3,2,2,1,2,2,10,10,10,1,10,2,1,2,2,4,3,2,4,2.0,2,7,8,4,2,2,3,10,4,2
1876,CH,8,7,2,2,4,3,1,3,2,2,1,7,9,8,2,7,2,2,2,4,4,7,2,1,1.0,3,9,8,8,5,2,3,8,5,2
1877,CH,8,8,1,1,4,2,2,3,2,4,2,7,7,6,2,8,2,2,2,4,4,6,1,1,1.0,3,3,5,4,5,2,3,8,5,1
1878,CH,8,8,1,1,3,3,1,4,2,4,2,8,8,8,2,8,3,2,3,4,4,8,1,2,1.0,4,7,7,5,5,2,4,9,5,1
1879,CH,7,7,1,2,3,3,3,3,2,4,2,4,7,3,2,5,1,2,2,5,2,4,4,2,1.0,2,3,7,4,5,3,4,8,5,1
1880,CH,10,9,1,1,4,4,2,3,2,2,2,8,8,8,1,10,1,1,1,4,1,4,1,2,1.0,3,6,8,8,3,2,3,9,6,1
1881,CH,9,8,1,1,2,3,1,3,2,4,2,8,7,3,2,9,2,2,2,4,4,7,2,1,1.0,3,7,7,7,4,3,3,8,5,1
1882,CH,8,8,2,1,3,3,2,3,2,4,2,8,8,8,2,7,2,2,3,2,4,5,1,2,1.0,3,7,8,8,4,2,3,8,6,1
1885,CH,7,8,1,2,3,3,2,3,3,2,2,6,6,3,3,6,2,2,2,5,4,7,2,1,2.0,2,6,7,7,3,3,4,10,5,1
1887,CH,8,7,1,1,3,3,2,3,2,3,1,7,7,5,2,7,1,2,3,3,3,3,2,1,1.0,3,8,8,7,4,3,2,7,5,2
1888,CH,7,7,2,2,3,3,3,2,2,2,2,7,7,8,2,9,2,2,2,4,1,8,3,1,3.0,3,5,4,4,5,2,2,4,4,2
1894,CH,9,9,1,1,4,4,2,3,2,4,2,8,8,9,2,6,1,2,2,4,4,5,2,2,1.0,3,7,5,2,4,2,6,9,6,1
1895,CH,10,10,1,1,2,4,2,4,2,4,1,9,8,9,1,8,4,2,5,3,4,8,1,1,1.0,4,5,5,8,5,2,5,10,6,1
1897,CH,2,8,2,1,2,3,3,2,4,4,3,9,9,9,3,2,1,3,1,4,3,4,2,1,2.0,3,0,4,8,5,2,4,8,6,2
1900,CH,9,8,2,1,3,3,1,3,1,5,1,9,10,8,1,10,2,1,1,4,5,7,1,2,2.0,3,8,8,5,4,4,5,9,6,2
1902,CH,10,10,1,1,1,1,1,4,1,2,1,10,10,7,2,5,2,2,2,4,3,8,1,1,1.0,4,5,9,7,6,2,2,10,6,1
1903,CH,7,5,1,1,4,4,1,3,2,4,2,9,8,9,2,8,2,2,1,4,4,8,1,2,1.0,2,5,5,7,4,3,4,9,5,1
1904,CH,8,8,2,2,4,3,2,3,1,3,2,8,9,8,1,6,1,2,2,4,2,6,2,1,1.0,3,7,9,6,4,3,2,10,5,1
1906,CH,9,8,1,1,4,4,2,3,2,3,2,7,7,7,2,6,2,2,2,4,4,7,2,3,1.0,2,6,7,4,4,2,4,8,5,1
1907,CH,7,8,1,1,3,3,2,2,2,4,1,8,10,10,2,9,1,2,1,2,2,2,1,2,1.0,3,7,7,5,4,2,3,10,5,1
1908,CH,10,10,2,3,3,1,3,2,1,4,2,6,6,6,4,10,1,2,2,5,4,7,3,4,2.0,2,5,5,3,2,3,4,10,6,1
1914,CH,10,8,1,1,4,4,1,4,1,4,1,10,8,10,1,10,2,1,2,4,5,8,1,1,1.0,4,5,2,2,3,3,3,10,6,1
1917,CH,7,7,1,2,3,3,2,3,2,4,2,8,8,8,2,8,2,2,2,2,4,7,1,1,1.0,3,6,5,4,3,3,4,8,5,2
1920,CH,5,6,2,1,3,2,2,2,3,2,2,9,8,6,2,7,2,2,2,3,2,5,3,1,2.0,3,5,7,6,5,3,3,10,6,1
1921,CH,8,8,1,1,4,4,2,3,1,3,1,9,8,8,1,8,2,2,2,4,3,8,1,1,1.0,4,5,7,4,4,2,2,9,5,1
1922,CH,10,10,1,1,4,4,1,4,4,2,2,8,8,8,2,8,3,2,2,4,4,5,3,1,1.0,2,3,5,3,2,4,4,8,6,1
1924,CH,9,8,2,1,3,3,2,2,2,1,1,10,9,9,2,8,2,2,2,4,1,8,2,3,2.0,2,3,5,5,5,2,3,8,5,1
1927,CH,8,8,1,1,3,3,2,2,2,4,2,5,4,6,2,5,2,2,2,4,3,4,2,1,2.0,3,7,6,5,5,2,4,8,5,1
1929,CH,9,8,1,1,2,1,1,1,3,4,2,6,6,6,3,7,2,2,2,5,4,7,2,1,1.0,2,7,7,6,3,4,3,7,6,1
1930,CH,9,9,1,1,4,3,1,4,2,5,1,10,10,10,2,9,2,2,1,2,4,5,1,1,1.0,4,9,3,3,4,2,5,9,5,1
1931,CH,9,8,1,1,3,3,2,4,2,5,2,7,10,7,1,10,2,2,2,4,4,8,1,2,1.0,4,7,7,5,4,3,4,10,6,1
1932,CH,8,8,1,1,3,3,1,4,2,4,2,5,5,5,2,8,2,2,2,4,4,6,1,1,1.0,8,4,7,8,4,4,88,8,5,8
1936,CH,8,8,1,1,3,4,2,3,2,2,2,9,8,8,2,8,5,2,2,4,4,8,1,1,2.0,3,7,7,7,4,2,3,8,4,1
1939,CH,9,9,2,2,2,3,2,2,1,3,3,10,10,10,1,9,1,1,2,4,8,5,3,3,2.0,2,0,0,0,6,4,2,10,8,1
1940,CH,9,8,2,2,3,3,4,2,1,2,3,8,8,8,2,8,2,2,2,5,2,3,4,4,1.0,2,1,3,5,6,4,4,7,4,1
1941,CH,10,8,1,1,3,3,2,3,2,5,1,10,9,9,2,9,1,2,1,4,5,9,1,2,2.0,3,7,7,7,5,4,6,10,5,1
1943,CH,10,9,1,1,3,4,3,3,2,4,2,7,9,9,1,10,1,2,1,5,4,7,2,2,1.0,3,9,7,9,4,2,4,10,6,2
1944,CH,10,8,1,1,4,4,1,4,2,4,2,8,8,9,2,8,2,2,2,4,2,6,1,2,1.0,1,3,5,4,4,2,3,9,6,1
1945,CH,10,8,1,1,3,3,1,3,2,4,2,8,2,7,2,8,2,2,2,4,4,7,1,2,1.0,3,5,5,5,3,2,4,7,5,1
1946,CH,8,7,1,1,3,2,2,3,2,4,2,7,8,7,2,10,2,2,1,4,3,5,1,1,1.0,3,7,7,8,4,2,5,7,5,1
1949,CH,10,8,1,1,4,4,1,4,1,4,2,9,9,8,2,8,4,2,2,5,4,6,1,1,1.0,4,8,8,8,4,2,2,9,5,1
1950,CH,5,5,2,2,2,3,2,2,1,2,2,3,5,3,3,5,2,3,2,2,3,5,4,2,2.0,1,7,7,2,5,3,1,8,3,2
1953,CH,9,9,1,2,4,4,2,3,2,4,2,9,8,8,2,9,1,2,3,4,4,6,2,1,2.0,4,7,8,6,6,2,4,10,6,1
1954,CH,10,10,1,1,4,4,2,4,2,2,2,10,9,10,1,10,1,2,2,4,3,7,1,1,1.0,3,7,8,7,4,2,2,8,6,1
1955,CH,8,8,1,1,4,4,2,3,2,4,2,8,8,8,2,5,2,2,3,4,4,8,2,1,1.0,3,0,88,88,5,2,4,10,6,1
1959,CH,8,7,1,1,3,2,2,3,2,3,2,8,7,6,2,6,2,2,2,4,3,5,1,1,1.0,3,6,5,5,4,2,4,8,5,1
1961,CH,9,8,1,1,3,3,2,3,2,4,2,9,9,9,1,8,1,1,1,5,4,8,1,2,1.0,2,8,8,7,1,4,4,9,6,1
1963,CH,9,9,2,1,4,4,2,4,2,5,1,7,7,10,2,9,2,2,2,3,5,5,1,2,1.0,4,6,6,5,2,5,2,9,6,1
1964,CH,10,8,1,2,4,3,2,4,2,3,2,8,7,10,2,6,2,2,2,3,3,7,1,2,1.0,4,8,8,8,5,3,3,6,3,2
1968,CH,10,9,1,1,4,3,2,3,2,4,2,8,8,10,2,10,2,2,2,3,3,2,1,2,1.0,3,6,4,5,4,2,4,9,6,1
1969,CH,8,8,1,1,3,3,2,2,2,3,2,7,7,8,2,8,2,2,2,4,2,6,1,2,2.0,3,7,8,8,4,2,2,6,5,1
1970,CH,9,9,1,1,4,4,1,3,2,4,2,8,9,9,2,8,2,2,2,3,4,6,2,2,1.0,4,8,8,6,4,2,1,9,5,1
1971,CH,10,8,1,1,3,2,2,4,2,2,2,6,7,7,2,8,1,2,1,5,4,7,1,1,1.0,3,5,6,8,5,2,3,8,6,1
1973,CH,10,8,4,1,4,4,1,3,1,4,1,8,8,9,1,7,3,1,3,2,5,5,1,1,2.0,3,4,4,3,5,1,2,7,6,1
1975,CH,1,2,2,2,2,2,2,2,2,1,2,10,9,7,1,8,2,2,1,3,2,2,2,1,1.0,3,8,8,10,4,1,1,10,5,2
1977,CH,9,9,1,2,3,3,1,3,2,5,2,9,8,9,1,10,2,1,2,5,4,9,2,2,2.0,3,5,7,7,4,3,4,9,5,2
1978,CH,6,7,1,1,3,3,1,3,1,2,3,6,8,6,3,7,2,2,2,3,4,6,1,1,1.0,3,4,4,4,4,3,3,9,5,1
1982,CH,8,8,1,1,4,3,1,2,2,2,2,5,0,7,2,9,1,2,2,5,4,7,2,2,1.0,3,5,7,8,5,2,4,8,6,1
1983,CH,10,10,1,1,4,4,1,4,1,5,1,9,9,9,1,10,2,1,2,4,5,8,1,1,1.0,4,7,6,6,6,1,3,8,6,1
1984,CH,10,9,1,2,2,2,2,2,2,4,2,7,9,6,2,8,1,2,1,3,5,4,2,1,1.0,3,3,5,4,3,2,4,9,6,1
1985,CH,9,9,2,2,4,3,2,3,2,4,2,8,8,8,1,8,2,2,3,4,3,8,1,1,2.0,3,8,6,6,5,2,3,8,5,1
1990,CH,9,9,1,1,4,4,1,3,1,4,2,8,8,9,2,8,2,2,2,4,3,4,1,1,1.0,3,6,7,7,4,2,4,8,6,1
1991,CH,9,9,1,1,4,4,2,3,2,4,2,6,6,6,1,8,1,2,1,5,4,4,2,1,1.0,3,6,7,7,6,2,4,10,6,1
1992,CH,10,9,2,2,3,2,2,3,1,2,2,9,9,10,2,6,2,1,3,5,5,9,2,1,1.0,3,5,2,7,5,3,4,9,6,1
1993,CH,8,9,1,1,4,4,1,3,1,4,2,7,6,7,2,8,2,2,1,4,4,6,1,2,1.0,4,6,7,3,4,2,6,8,5,1
1994,CH,10,9,1,1,3,4,2,4,2,3,2,7,8,7,2,10,2,2,2,4,5,8,2,2,1.0,3,3,5,4,5,1,3,8,6,1
1998,CH,8,8,2,2,3,3,2,3,2,3,2,6,6,6,2,7,2,2,2,4,4,7,2,2,2.0,3,6,6,8,6,2,4,8,5,2
2000,CH,9,7,1,1,4,3,2,3,2,4,2,7,6,6,2,8,2,2,2,8,4,7,1,1,1.0,4,3,5,7,6,2,4,9,6,1
2003,CH,10,10,2,2,2,2,2,2,2,8,3,3,0,9,2,8,2,2,3,4,2,6,2,2,1.0,2,5,5,7,5,2,2,10,5,2
2004,CH,8,10,3,1,4,4,2,3,2,3,3,7,7,7,2,5,1,2,1,5,3,5,1,1,1.0,3,5,3,5,4,3,2,8,3,1
2005,CH,10,9,1,1,4,4,2,4,1,5,1,9,10,9,1,10,3,1,2,4,5,9,1,1,1.0,4,7,10,9,5,2,4,10,6,1
2007,CH,10,8,2,2,3,3,2,2,3,4,2,8,8,7,2,8,1,2,1,5,1,4,2,2,1.0,2,7,7,7,5,2,5,9,6,1
2008,CH,8,8,1,1,4,4,1,4,1,1,1,10,10,10,2,9,2,2,3,2,2,8,1,1,1.0,3,3,1,1,3,2,6,4,6,2
2011,CH,7,8,2,2,2,2,2,1,1,4,2,8,8,7,2,8,2,4,2,2,4,3,2,2,1.0,2,8,7,7,4,4,5,9,5,1
2014,CH,9,9,1,1,3,3,2,2,2,4,2,8,8,8,2,7,1,2,2,4,4,7,1,1,1.0,3,8,6,7,4,3,5,10,6,1
2017,CH,10,9,1,1,3,4,1,4,1,4,2,8,8,8,2,5,2,1,2,5,4,6,1,2,1.0,4,8,9,9,5,2,5,8,4,1
2020,CH,7,7,2,1,3,3,2,3,2,4,3,7,7,7,2,6,2,2,2,5,2,5,2,1,1.0,3,3,6,7,4,3,4,7,6,2
2021,CH,9,6,2,2,3,2,2,3,2,4,2,7,8,5,2,5,2,2,2,3,4,6,2,1,1.0,3,7,8,5,1,3,1,9,6,1
2027,CH,8,7,1,2,4,4,2,3,2,4,2,8,9,10,2,7,2,2,2,2,4,5,1,2,1.0,2,7,9,5,3,2,3,8,6,1
2028,CH,9,8,1,1,4,3,2,4,2,4,2,8,8,9,2,10,2,2,2,2,4,6,2,2,1.0,4,4,5,6,6,2,2,8,4,1
2029,CH,5,6,2,2,2,2,3,2,3,3,3,6,5,5,2,5,2,2,1,4,4,4,3,2,2.0,2,3,3,5,3,3,4,8,5,2
2034,CH,8,9,1,1,3,3,1,1,3,4,1,10,9,10,2,9,3,1,2,3,4,9,1,1,1.0,3,7,7,8,6,5,6,9,4,1
2035,CH,9,8,1,2,2,3,2,2,2,5,2,9,8,8,2,9,2,1,2,4,4,8,3,3,1.0,3,4,7,7,2,3,4,8,4,1
2036,CH,10,10,2,2,4,3,2,4,1,4,2,8,8,10,2,6,2,1,2,4,5,10,1,2,1.0,4,0,5,7,6,2,4,8,6,1
2038,CH,9,8,1,1,4,4,1,3,2,4,2,8,5,6,2,8,1,1,3,3,5,7,1,1,1.0,3,4,5,2,3,2,3,9,6,1
2039,CH,10,10,1,2,3,2,2,3,2,3,2,10,9,10,2,10,1,2,2,5,3,3,1,1,1.0,3,7,8,8,2,2,3,10,6,1
2040,CH,8,10,1,1,4,4,1,4,1,3,2,10,9,10,2,10,2,2,2,3,2,10,3,2,1.0,3,3,8,10,6,2,3,10,6,2
2041,CH,7,7,2,2,2,2,2,3,2,4,2,8,7,7,3,7,2,3,2,2,3,3,1,2,1.0,3,9,9,8,4,3,4,9,6,2
2042,CH,10,9,2,2,4,3,2,4,2,4,1,10,10,10,1,9,1,2,2,5,3,5,2,2,1.0,1,8,7,5,1,4,6,9,6,1
2046,CH,10,10,1,1,4,4,1,4,4,3,2,8,5,5,1,9,2,2,2,4,4,8,1,1,3.0,4,6,7,2,5,2,3,9,6,2
2048,CH,9,8,2,1,3,3,2,3,1,4,2,7,5,7,1,9,4,2,2,3,2,5,2,2,1.0,3,7,7,5,5,2,4,8,6,1
2049,CH,5,10,3,2,3,2,3,1,2,5,2,7,8,8,1,5,2,2,1,4,1,0,1,4,1.0,3,3,5,7,2,2,3,10,6,4
2052,CH,10,10,2,1,4,4,1,4,2,4,2,10,10,10,1,9,2,1,2,4,4,8,1,1,1.0,4,4,4,5,2,1,3,10,6,1
2057,CH,10,10,1,1,4,4,1,4,2,2,2,7,8,5,2,5,3,1,3,4,4,8,1,2,1.0,3,0,8,3,5,4,5,10,4,1
2059,CH,9,9,1,1,3,4,2,3,1,4,3,7,8,8,2,7,2,2,2,4,2,4,2,2,1.0,3,7,9,7,4,2,3,10,6,1
2060,CH,8,8,1,1,3,3,2,3,2,4,2,7,7,5,2,9,2,3,2,4,4,5,2,2,1.0,3,5,8,6,5,2,4,8,5,1
2062,CH,8,7,1,1,3,4,3,3,3,4,2,6,6,8,2,7,2,2,2,4,4,6,1,2,1.0,4,4,6,7,3,2,2,6,5,1
2063,CH,10,10,1,2,3,4,1,3,1,4,2,9,9,9,2,8,2,2,3,3,4,6,1,3,1.0,3,6,8,8,3,2,4,9,5,1
2064,CH,8,6,3,2,3,3,3,3,2,3,2,8,8,7,2,7,2,4,2,5,4,5,2,4,3.0,2,4,5,5,3,3,2,7,5,1
2065,CH,10,10,1,1,4,4,1,4,2,2,1,10,10,8,2,3,3,1,2,4,5,5,1,2,1.0,3,5,7,9,6,3,3,6,6,1
2066,CH,8,8,1,1,3,2,2,3,3,3,3,10,10,8,2,10,2,2,3,3,2,8,2,2,1.0,4,5,5,8,8,2,3,8,6,1
2069,CH,7,5,2,2,2,2,2,2,1,2,2,8,8,8,2,5,2,2,2,4,4,7,2,1,2.0,3,5,5,3,2,3,3,8,5,2
2072,CH,8,9,1,1,3,4,1,4,1,4,2,6,7,7,2,7,2,2,2,3,4,7,1,1,1.0,3,7,7,6,4,2,4,8,5,1
2073,CH,9,8,1,2,3,3,1,3,2,2,2,8,8,8,2,7,2,2,2,5,2,4,2,1,2.0,2,5,8,8,5,1,2,7,5,1
2074,CH,9,9,1,1,3,3,2,3,1,3,2,9,9,8,1,8,1,2,1,5,1,8,4,2,2.0,4,8,8,5,5,1,4,9,6,1
2075,CH,9,7,1,1,3,4,1,3,2,4,2,8,10,9,2,7,4,2,3,3,4,7,1,2,2.0,3,7,8,4,4,2,3,9,4,1
2077,CH,8,7,2,2,3,3,3,2,3,4,3,8,10,8,2,6,2,2,2,4,4,6,1,2,1.0,3,7,9,5,2,4,3,8,6,2
2078,CH,9,8,1,1,3,3,2,2,2,4,1,8,8,9,2,4,2,2,2,3,4,7,2,2,1.0,4,9,7,5,3,2,5,9,5,1
2079,CH,8,8,2,1,3,3,2,3,2,4,2,7,8,8,2,6,4,2,2,1,4,4,2,1,1.0,3,5,5,6,4,2,2,8,4,1
2080,CH,7,4,1,3,2,2,2,2,1,4,2,7,9,7,1,6,2,2,2,4,2,3,4,1,3.0,1,8,9,1,4,2,4,8,4,1
2084,CH,10,10,1,1,4,3,2,3,1,4,2,7,8,7,2,6,2,2,1,5,5,5,1,2,1.0,3,7,9,10,5,2,4,9,6,1
2086,CH,9,9,1,1,4,3,2,3,2,4,2,9,8,8,2,8,2,2,2,3,4,7,1,2,1.0,4,4,7,4,3,4,3,10,4,1
2088,CH,8,9,2,2,4,4,2,3,2,4,2,7,7,8,2,7,3,2,2,5,4,6,1,1,1.0,3,7,8,7,4,3,5,9,6,2
2090,CH,8,7,2,2,3,2,2,2,2,4,2,8,8,7,2,7,1,1,2,5,3,6,2,2,2.0,1,8,8,5,5,2,4,9,6,1
2091,CH,7,9,2,2,4,3,1,2,1,2,1,8,9,9,2,10,2,2,2,5,4,5,1,1,2.0,2,7,7,8,4,2,6,8,6,2
2092,CH,9,9,2,2,3,3,2,3,4,4,2,7,5,7,2,8,1,2,1,4,3,5,1,2,2.0,3,8,8,1,6,3,6,10,5,1
2094,CH,8,9,1,1,3,4,2,3,1,4,2,8,7,6,2,8,1,1,1,2,4,8,2,2,1.0,3,8,7,7,4,2,5,10,6,1
2095,CH,10,10,1,1,4,4,2,3,1,3,1,10,10,10,2,10,3,1,2,4,4,6,1,1,1.0,1,9,9,5,5,2,4,9,5,1
2096,CH,10,8,1,1,3,3,1,3,1,4,2,7,8,8,2,3,2,3,2,4,4,8,2,1,2.0,3,4,5,6,5,3,3,8,5,1
2099,CH,8,8,1,1,4,4,1,3,2,2,2,7,8,8,2,6,1,2,1,2,3,7,1,2,1.0,4,7,7,5,5,2,4,8,5,1
2100,CH,9,9,2,1,4,4,1,4,1,5,1,9,9,9,2,9,2,2,1,5,5,9,2,1,2.0,4,8,9,5,5,3,1,9,5,2
2101,CH,9,8,1,1,4,3,1,3,2,1,3,6,8,6,2,4,1,2,2,5,4,6,2,1,1.0,3,7,8,4,4,3,3,8,5,1
2102,CH,9,8,1,1,2,3,1,3,2,4,2,7,7,7,2,8,1,2,4,5,3,4,1,2,1.0,3,5,7,5,8,4,3,8,5,1
2103,CH,9,10,1,1,4,4,1,4,5,3,2,10,9,9,1,9,2,1,2,2,5,7,2,1,8.0,3,8,8,6,5,1,6,9,6,1
2105,CH,8,8,1,1,3,3,1,3,2,3,2,7,5,5,2,8,2,2,2,4,3,6,2,2,2.0,3,4,8,2,3,2,4,7,5,1
2106,CH,8,7,1,1,2,3,2,3,2,4,2,7,8,7,2,5,2,2,2,5,3,6,2,2,1.0,3,3,5,6,3,3,2,8,5,1
2110,CH,10,9,1,1,4,3,1,3,2,5,1,8,9,9,1,8,3,2,2,3,3,7,1,2,1.0,3,5,7,6,6,2,4,10,6,1
2111,CH,7,7,2,2,3,3,2,3,3,2,3,7,8,8,2,8,1,2,1,5,3,6,2,2,2.0,3,7,2,3,4,2,3,7,4,1
2112,CH,10,10,1,1,4,4,2,4,1,4,1,9,9,9,1,8,1,1,2,4,4,7,2,1,2.0,4,8,7,6,5,2,3,8,5,1
2113,CH,9,8,1,1,4,4,2,4,1,3,2,7,8,8,1,7,1,2,2,4,5,5,1,1,1.0,4,7,8,8,2,2,3,9,5,1
2114,CH,9,9,1,1,4,4,2,3,3,1,2,9,9,9,5,9,3,1,2,2,3,10,1,1,1.0,4,7,7,0,6,2,2,10,6,1
2115,CH,8,8,1,1,3,3,2,2,2,5,2,8,8,8,2,5,1,2,1,4,4,6,2,1,1.0,4,8,8,7,4,3,3,8,4,1
2117,CH,9,9,1,1,4,4,1,1,1,5,1,9,9,9,1,10,4,1,2,4,3,6,2,1,4.0,4,9,8,8,5,1,6,10,6,1
2119,CH,7,6,2,2,2,2,2,2,2,3,2,7,6,5,2,6,3,2,2,5,2,4,2,2,2.0,2,4,4,3,4,3,3,8,5,1
2120,CH,8,8,2,4,1,3,2,3,3,3,4,3,4,3,2,7,1,2,2,5,4,7,1,2,2.0,2,5,7,6,5,2,2,6,5,1
2121,CH,8,9,1,1,4,4,1,3,2,2,1,8,8,8,2,7,2,2,2,2,3,6,1,1,1.0,4,5,5,6,5,1,4,7,5,1
2123,CH,8,8,2,1,3,3,3,2,3,4,2,7,8,7,2,7,2,2,2,4,4,6,2,2,2.0,2,8,6,5,4,2,3,7,6,2
2124,CH,8,9,2,1,4,4,1,4,1,4,1,9,9,9,1,8,2,1,3,4,5,7,1,1,3.0,4,3,3,3,5,1,2,9,6,1
2128,CH,8,9,1,1,2,3,2,2,2,3,3,7,6,8,2,8,2,2,2,2,3,4,2,1,1.0,2,8,7,7,4,2,4,9,6,1
2129,CH,9,8,3,2,3,4,4,2,1,2,2,9,8,7,2,9,2,2,2,4,1,9,2,4,3.0,4,2,5,6,1,3,4,9,5,3
2131,CH,8,8,2,2,3,3,2,3,2,2,2,7,5,8,2,8,2,2,2,5,3,5,2,2,2.0,2,5,7,8,4,2,5,7,6,1
2132,CH,9,9,1,1,3,3,1,3,1,4,2,8,7,8,2,8,2,2,2,4,4,8,1,4,1.0,3,7,8,8,4,2,0,8,5,1
2133,CH,8,7,1,2,3,3,2,3,2,4,2,7,7,7,2,8,1,2,1,5,4,6,2,2,1.0,3,7,7,7,5,2,4,9,6,1
2134,CH,10,9,2,1,4,4,1,4,1,4,1,8,10,10,2,88,1,1,1,4,4,9,1,2,1.0,3,9,8,7,5,1,4,9,6,1
2135,CH,9,9,1,1,4,4,1,3,2,5,1,9,7,8,2,6,2,1,1,5,4,7,2,2,1.0,3,8,7,6,1,4,6,10,6,2
2140,CH,10,10,1,1,4,3,1,4,1,3,1,10,8,10,1,0,2,1,2,4,5,5,2,4,1.0,2,5,9,5,6,2,3,10,6,1
2146,CH,9,7,2,2,3,3,2,3,2,3,2,4,4,5,2,5,2,2,2,5,2,4,1,1,1.0,3,6,5,4,3,3,3,7,6,2
2147,CH,8,8,2,1,3,3,2,2,1,2,2,4,5,6,2,7,2,2,2,5,4,5,1,3,1.0,2,8,7,7,5,2,6,9,5,1
2150,CH,8,10,1,1,3,3,1,2,2,4,2,9,6,6,1,7,2,2,2,3,1,4,3,1,2.0,2,5,6,7,6,1,6,10,6,1
2153,CH,9,9,1,1,3,3,1,2,1,5,2,6,6,7,4,2,2,3,2,4,3,2,2,2,2.0,3,7,7,6,5,2,4,8,5,1
2154,CH,9,8,1,2,1,1,1,2,1,5,1,8,6,8,1,0,2,1,1,3,2,4,3,2,3.0,3,8,5,8,5,1,4,10,6,1
2155,CH,9,8,2,2,2,3,1,2,2,4,1,8,7,7,2,4,3,2,3,4,4,6,3,1,1.0,1,4,6,5,3,3,5,9,6,2
